title_id,title_name,genre,release_year,origin_country,original_language,duration_min,age_rating,imdb_rating,provider,is_original,date_added,total_views,unique_viewers,avg_watch_duration,completion_rate,rewatch_rate,popularity_score,engagement_score,recency_years,maturity
21,Title 21,Sci-Fi,1995,US,German,60,G,8.0,Streamio,0,2024-02-25,23,23,89.8695652173913,0.391304347826087,0.17391304347826086,82.0608695652174,2.4543478260869565,30,G
22,Title 22,Comedy,2014,IT,French,161,NC-17,5.5,ViewPrime,0,2017-12-21,32,32,76.75,0.5,0.1875,81.075,1.6642080745341614,11,NC-17
23,Title 23,Romance,2018,NL,German,178,PG,5.4,CinemaNow,1,2019-06-23,26,26,105.23076923076923,0.46153846153846156,0.07692307692307693,69.52307692307691,1.5911840968020743,7,PG
24,Title 24,Documentary,2008,AU,Korean,70,PG,7.2,ViewPrime,1,2015-09-20,22,22,106.63636363636364,0.5909090909090909,0.2727272727272727,92.38181818181819,2.977922077922078,17,PG
25,Title 25,Documentary,1981,JP,German,96,G,7.9,Netflux,0,2022-12-09,17,16,91.0,0.35294117647058826,0.11764705882352941,73.02941176470588,1.7714460784313726,44,G
26,Title 26,Drama,1994,UK,English,124,G,7.2,ViewPrime,0,2018-02-14,32,32,92.5,0.4375,0.21875,88.0125,1.839717741935484,31,G
27,Title 27,Horror,1993,AU,French,161,PG,6.9,Streamio,0,2024-01-21,31,31,97.80645161290323,0.45161290322580644,0.3225806451612903,91.80967741935484,1.8332999398918053,32,PG
28,Title 28,Animation,1992,UK,Italian,150,PG-13,6.6,Streamio,0,2019-08-11,31,31,102.54838709677419,0.2903225806451613,0.3870967741935484,85.4709677419355,1.6513978494623656,33,PG-13
29,Title 29,Horror,1983,KR,Italian,55,R,6.4,CinemaNow,0,2023-12-24,24,24,98.125,0.4583333333333333,0.3333333333333333,85.98333333333332,3.034090909090909,42,R
30,Title 30,Comedy,1995,FR,German,177,R,8.3,ViewPrime,0,2019-09-25,29,29,91.10344827586206,0.5172413793103449,0.20689655172413793,95.10689655172413,1.7560880576660822,30,R
31,Title 31,Action,1997,CA,German,59,R,7.4,Netflux,0,2015-07-27,18,18,101.16666666666667,0.4444444444444444,0.16666666666666666,78.35555555555555,2.7702448210922785,28,R
32,Title 32,Romance,1980,UK,German,82,R,6.5,Streamio,1,2020-05-25,25,25,108.6,0.56,0.2,85.5,2.644390243902439,45,R
33,Title 33,Thriller,2005,US,French,137,G,6.2,Streamio,0,2017-12-22,26,26,97.88461538461539,0.5,0.15384615384615385,79.29230769230769,1.8683323975294779,20,G
34,Title 34,Horror,1998,NL,Korean,79,PG,7.7,CinemaNow,1,2017-06-10,23,23,100.78260869565217,0.5652173913043478,0.21739130434782608,91.4304347826087,2.623555310952119,27,PG
35,Title 35,Drama,2017,AU,English,120,G,8.2,Netflux,1,2021-07-20,20,20,83.25,0.6,0.25,95.5,2.14375,8,G
36,Title 36,Horror,2012,AU,French,54,NC-17,8.1,Netflux,0,2024-07-19,23,23,78.26086956521739,0.5652173913043478,0.21739130434782608,93.4304347826087,2.7971014492753623,13,NC-17
37,Title 37,Action,1984,JP,Italian,100,R,6.0,Netflux,1,2024-12-25,34,34,90.76470588235294,0.5588235294117647,0.23529411764705882,90.10588235294118,2.260588235294118,41,R
38,Title 38,Thriller,2017,JP,English,60,R,6.6,CinemaNow,0,2017-12-04,28,28,102.89285714285714,0.5357142857142857,0.21428571428571427,87.3,3.0005952380952383,8,R
39,Title 39,Thriller,2022,ES,German,107,R,6.4,ViewPrime,0,2022-07-14,22,22,71.9090909090909,0.5454545454545454,0.18181818181818182,81.56363636363636,1.9447748513169072,3,R
40,Title 40,Sci-Fi,2009,ES,Italian,42,R,6.8,Netflux,0,2015-10-28,23,23,95.6086956521739,0.5652173913043478,0.2608695652173913,89.10434782608695,3.667701863354037,16,R
41,Title 41,Romance,1993,AU,Spanish,73,PG-13,8.0,Netflux,1,2024-11-10,26,26,93.53846153846153,0.5,0.19230769230769232,90.21538461538461,2.4736564805057957,32,PG-13
42,Title 42,Thriller,2003,DE,French,152,NC-17,8.6,CinemaNow,0,2021-11-10,27,27,96.88888888888889,0.5555555555555556,0.1111111111111111,92.53333333333335,1.8596491228070176,22,NC-17
43,Title 43,Romance,1980,KR,Spanish,66,PG,7.4,CinemaNow,1,2016-04-17,19,19,96.42105263157895,0.5263157894736842,0.21052631578947367,85.2421052631579,2.7240829346092506,45,PG
44,Title 44,Comedy,2015,IT,Spanish,112,NC-17,6.2,ViewPrime,0,2023-01-18,27,27,91.70370370370371,0.4444444444444444,0.25925925925925924,82.38518518518518,1.966931216931217,10,NC-17
45,Title 45,Documentary,1993,KR,Spanish,169,R,7.0,CinemaNow,0,2024-06-27,20,20,80.3,0.6,0.15,84.5,1.8251479289940826,32,R
46,Title 46,Drama,1985,KR,Japanese,110,G,8.9,Netflux,0,2018-09-28,19,19,87.52631578947368,0.5789473684210527,0.10526315789473684,90.11052631578947,2.0588516746411485,40,G
47,Title 47,Action,2020,DE,French,153,NC-17,7.1,Streamio,0,2021-04-16,31,31,103.6774193548387,0.3548387096774194,0.22580645161290322,83.13225806451612,1.613114062829433,5,NC-17
48,Title 48,Drama,1987,UK,French,179,G,6.6,CinemaNow,0,2021-07-13,38,38,98.21052631578948,0.42105263157894735,0.13157894736842105,83.43157894736842,1.5223463687150838,38,G
49,Title 49,Romance,1989,NL,French,50,PG-13,6.7,CinemaNow,0,2023-12-05,21,21,79.66666666666667,0.47619047619047616,0.047619047619047616,72.29047619047618,2.5933333333333333,36,PG-13
50,Title 50,Drama,2002,FR,German,66,PG-13,7.4,Streamio,1,2021-12-17,19,19,107.73684210526316,0.3684210526315789,0.15789473684210525,74.7157894736842,2.5271132376395538,23,PG-13
51,Title 51,Action,1995,IT,French,145,G,6.0,ViewPrime,1,2023-04-05,29,29,98.72413793103448,0.3793103448275862,0.27586206896551724,80.15862068965517,1.7153388822829965,30,G
52,Title 52,Documentary,2006,KR,German,108,PG,6.4,Netflux,1,2019-04-16,19,19,88.36842105263158,0.5263157894736842,0.2631578947368421,82.87368421052632,2.13401559454191,19,PG
53,Title 53,Drama,2010,FR,German,157,PG-13,8.1,CinemaNow,1,2024-03-14,24,24,109.625,0.5,0.08333333333333333,84.06666666666668,1.7815817409766452,15,PG-13
54,Title 54,Thriller,1994,US,German,142,PG-13,7.4,CinemaNow,0,2024-09-10,30,30,79.2,0.5333333333333333,0.2,91.66666666666667,1.824413145539906,31,PG-13
55,Title 55,Comedy,1997,ES,Japanese,177,PG-13,7.1,Netflux,1,2016-04-17,34,34,100.67647058823529,0.6470588235294118,0.14705882352941177,95.60588235294118,2.0099700897308077,28,PG-13
56,Title 56,Sci-Fi,1991,JP,Spanish,49,G,8.2,Streamio,1,2018-11-16,16,16,82.125,0.625,0.3125,97.475,3.2385204081632653,34,G
57,Title 57,Documentary,2007,JP,Italian,138,NC-17,6.2,ViewPrime,0,2017-11-09,29,29,106.65517241379311,0.3448275862068966,0.3793103448275862,84.60689655172413,1.8418290854572716,18,NC-17
58,Title 58,Drama,2025,NL,English,173,NC-17,6.6,ViewPrime,0,2019-01-31,26,26,102.07692307692308,0.6538461538461539,0.19230769230769232,90.90769230769232,2.090040017785683,0,NC-17
59,Title 59,Animation,1984,KR,Dutch,120,G,7.4,CinemaNow,0,2020-09-08,30,30,72.96666666666667,0.5333333333333333,0.1,86.66666666666667,1.7747222222222223,41,G
60,Title 60,Sci-Fi,2022,NL,Dutch,143,PG-13,7.3,ViewPrime,0,2017-02-24,19,19,97.6842105263158,0.42105263157894735,0.10526315789473684,74.21578947368421,1.6304747883695252,3,PG-13
61,Title 61,Animation,2022,NL,French,117,R,5.3,Netflux,0,2018-05-29,23,23,72.1304347826087,0.5217391304347826,0.17391304347826086,75.08260869565218,1.8338907469342254,3,R
62,Title 62,Sci-Fi,1993,NL,Dutch,159,R,6.5,Streamio,0,2022-07-30,16,16,81.0,0.6875,0.1875,85.85,2.071933962264151,32,R
63,Title 63,Thriller,2012,CA,French,61,PG-13,6.8,CinemaNow,0,2016-01-18,23,23,91.78260869565217,0.43478260869565216,0.2608695652173913,82.58260869565217,2.6350677120456165,13,PG-13
64,Title 64,Thriller,2023,DE,German,90,PG,7.5,Netflux,1,2015-07-09,33,33,95.84848484848484,0.3939393939393939,0.21212121212121213,87.60303030303031,2.0649831649831647,2,PG
65,Title 65,Thriller,2010,JP,Italian,156,R,7.3,ViewPrime,1,2023-01-21,8,8,94.625,0.75,0.25,91.3,2.3565705128205128,15,R
66,Title 66,Animation,2011,NL,German,77,G,6.9,Netflux,0,2023-09-24,24,24,87.95833333333333,0.5,0.041666666666666664,75.98333333333333,2.1839826839826837,14,G
67,Title 67,Animation,1994,IT,Korean,52,NC-17,4.7,ViewPrime,0,2024-07-06,19,19,95.3157894736842,0.5263157894736842,0.2631578947368421,74.37368421052632,3.1487854251012144,31,NC-17
68,Title 68,Comedy,2009,IT,Korean,175,NC-17,7.0,CinemaNow,0,2023-06-21,25,25,82.8,0.6,0.2,90.0,1.873142857142857,16,NC-17
69,Title 69,Horror,2019,AU,Japanese,180,R,7.1,ViewPrime,0,2023-05-05,28,28,95.42857142857143,0.5,0.17857142857142858,86.22857142857143,1.7087301587301587,6,R
70,Title 70,Horror,2008,DE,German,110,NC-17,9.9,Streamio,0,2022-01-11,22,22,78.72727272727273,0.5,0.18181818181818182,96.7909090909091,1.897520661157025,17,NC-17
71,Title 71,Thriller,1997,CA,Italian,113,PG,6.8,CinemaNow,0,2018-10-07,24,24,105.25,0.625,0.125,85.9,2.3064159292035398,28,PG
72,Title 72,Documentary,2014,UK,French,78,PG,7.4,Streamio,0,2022-10-13,28,28,106.35714285714286,0.4642857142857143,0.32142857142857145,93.08571428571429,2.6135531135531136,11,PG
73,Title 73,Action,2025,FR,Italian,146,R,8.4,CinemaNow,0,2021-01-31,24,24,120.04166666666667,0.5,0.125,87.65,1.947203196347032,0,R
74,Title 74,Horror,2006,US,German,147,R,7.9,Netflux,1,2024-08-10,33,32,109.96969696969697,0.5757575757575758,0.15151515151515152,95.46363636363637,2.0511234796949083,19,R
75,Title 75,Animation,2010,US,Dutch,116,R,8.7,Streamio,0,2021-01-13,26,26,107.65384615384616,0.5,0.19230769230769232,93.71538461538461,2.1203580901856767,15,R
76,Title 76,Romance,2018,FR,Korean,96,PG-13,5.3,Streamio,0,2020-06-12,27,27,89.55555555555556,0.5925925925925926,0.037037037037037035,74.18148148148148,2.1550925925925926,7,PG-13
77,Title 77,Drama,2004,ES,Japanese,82,R,5.8,ViewPrime,0,2021-12-23,29,29,94.72413793103448,0.41379310344827586,0.13793103448275862,73.98620689655174,2.1206896551724137,21,R
78,Title 78,Romance,1981,NL,English,61,R,6.3,ViewPrime,0,2024-09-20,20,20,92.35,0.6,0.2,83.5,2.913934426229508,44,R
79,Title 79,Horror,1991,US,Spanish,137,PG-13,5.1,ViewPrime,0,2020-02-06,19,19,84.94736842105263,0.8421052631578947,0.2631578947368421,92.16315789473684,2.567422205147906,34,PG-13
80,Title 80,Documentary,2001,NL,Spanish,147,PG-13,7.1,Netflux,0,2020-04-10,28,28,95.60714285714286,0.6428571428571429,0.35714285714285715,102.30000000000001,2.293245869776482,24,PG-13
81,Title 81,Drama,2014,US,Dutch,97,G,5.9,Netflux,1,2023-06-17,37,37,83.62162162162163,0.5405405405405406,0.1891891891891892,88.1864864864865,2.13234884368905,11,G
82,Title 82,Drama,1995,FR,English,79,PG,8.9,ViewPrime,0,2020-04-23,21,21,91.85714285714286,0.5714285714285714,0.19047619047619047,95.1952380952381,2.4960819770946356,30,PG
83,Title 83,Comedy,2016,FR,Korean,105,PG-13,6.1,ViewPrime,1,2021-10-17,20,20,82.55,0.45,0.2,75.0,1.8861904761904762,9,PG-13
84,Title 84,Comedy,1990,DE,Italian,46,PG-13,6.6,Streamio,1,2019-06-13,28,28,100.57142857142857,0.42857142857142855,0.14285714285714285,78.37142857142857,3.186335403726708,35,PG-13
85,Title 85,Thriller,1984,JP,German,66,PG-13,8.0,Netflux,1,2023-12-06,31,31,96.6774193548387,0.45161290322580644,0.3870967741935484,100.53548387096775,2.7551319648093844,41,PG-13
86,Title 86,Drama,2002,AU,Japanese,134,G,5.5,CinemaNow,0,2015-02-21,23,23,96.21739130434783,0.5652173913043478,0.30434782608695654,84.77826086956522,2.1528228423101883,23,G
87,Title 87,Animation,2011,UK,Japanese,132,R,5.1,ViewPrime,0,2019-11-19,34,34,102.11764705882354,0.4411764705882353,0.08823529411764706,72.37058823529412,1.7442067736185383,14,R
88,Title 88,Action,2013,KR,Spanish,177,R,7.2,Streamio,1,2019-11-20,18,18,89.66666666666667,0.5,0.05555555555555555,74.57777777777777,1.5621468926553674,12,R
89,Title 89,Sci-Fi,2000,FR,Italian,111,R,7.3,ViewPrime,0,2023-06-01,28,28,87.28571428571429,0.6428571428571429,0.21428571428571427,96.15714285714286,2.2863577863577866,25,R
90,Title 90,Horror,2016,JP,Japanese,126,G,7.9,Streamio,0,2024-07-17,27,27,83.92592592592592,0.5185185185185185,0.2962962962962963,96.44074074074074,1.9994121105232217,9,G
91,Title 91,Documentary,1991,CA,German,130,PG-13,7.6,CinemaNow,1,2018-02-19,19,18,81.10526315789474,0.5263157894736842,0.10526315789473684,80.77894736842104,1.7817813765182184,34,PG-13
92,Title 92,Sci-Fi,2015,US,German,61,PG,7.4,Streamio,1,2020-06-24,23,23,103.8695652173913,0.43478260869565216,0.17391304347826086,81.23478260869565,2.7462580185317176,10,PG
93,Title 93,Romance,1995,CA,Korean,154,G,6.2,Netflux,0,2018-04-20,17,17,76.0,0.5294117647058824,0.11764705882352941,73.55294117647058,1.6699770817417876,30,G
94,Title 94,Thriller,2005,FR,Spanish,134,R,7.3,CinemaNow,1,2019-10-09,19,19,98.57894736842105,0.5789473684210527,0.3157894736842105,92.63684210526316,2.2093479968578165,20,R
95,Title 95,Romance,2001,ES,Korean,109,PG-13,7.4,CinemaNow,0,2017-08-02,25,25,85.6,0.68,0.32,102.0,2.465321100917431,24,PG-13
96,Title 96,Comedy,1992,ES,Italian,177,PG,6.1,ViewPrime,0,2017-06-05,22,22,92.9090909090909,0.5454545454545454,0.5,95.97272727272727,2.115819209039548,33,PG
97,Title 97,Horror,1997,JP,Spanish,65,PG,9.2,CinemaNow,0,2017-07-20,27,26,102.29629629629629,0.5185185185185185,0.14814814814814814,95.33333333333333,2.758974358974359,28,PG
98,Title 98,Documentary,1991,DE,English,176,PG,7.6,CinemaNow,0,2015-07-06,23,23,96.73913043478261,0.43478260869565216,0.17391304347826086,82.23478260869565,1.5931324110671934,34,PG
99,Title 99,Drama,2015,DE,French,165,G,5.8,Netflux,0,2021-06-09,19,19,92.05263157894737,0.631578947368421,0.10526315789473684,77.24210526315788,1.926315789473684,10,G
100,Title 100,Sci-Fi,2010,CA,Korean,127,PG,7.9,Netflux,1,2017-10-31,21,21,69.14285714285714,0.7619047619047619,0.19047619047619047,99.71904761904761,2.2587176602924632,15,PG
101,Title 101,Horror,1987,UK,Japanese,165,G,8.2,Netflux,0,2016-09-13,17,17,102.3529411764706,0.5882352941176471,0.11764705882352941,86.49411764705883,1.914438502673797,38,G
102,Title 102,Action,2016,DE,Italian,103,G,7.5,Streamio,0,2021-10-19,25,25,108.36,0.68,0.2,96.5,2.6120388349514565,9,G
103,Title 103,Thriller,2013,NL,Korean,153,PG-13,6.7,Streamio,0,2018-06-04,22,22,99.77272727272727,0.4090909090909091,0.13636363636363635,73.97272727272727,1.6066547831253715,12,PG-13
104,Title 104,Drama,2019,UK,German,94,PG-13,6.1,Netflux,0,2016-10-05,31,31,95.48387096774194,0.5161290322580645,0.1935483870967742,84.58387096774193,2.24159231297186,6,PG-13
105,Title 105,Thriller,1991,AU,Italian,80,G,6.9,Streamio,1,2020-01-20,14,14,101.85714285714286,0.5714285714285714,0.14285714285714285,78.6142857142857,2.5589285714285714,34,G
106,Title 106,Horror,1998,US,German,113,PG-13,7.4,Streamio,0,2015-10-19,20,20,91.95,0.5,0.3,89.0,2.113716814159292,27,PG-13
107,Title 107,Thriller,1996,KR,German,148,G,7.0,ViewPrime,0,2022-04-06,22,21,93.77272727272727,0.36363636363636365,0.09090909090909091,70.72727272727273,1.4517813267813267,29,G
108,Title 108,Action,1997,IT,Italian,55,PG,8.7,CinemaNow,0,2021-09-03,21,21,87.04761904761905,0.5714285714285714,0.23809523809523808,96.57619047619048,2.963636363636364,28,PG
109,Title 109,Sci-Fi,2008,UK,Korean,117,R,7.8,CinemaNow,0,2020-08-11,26,25,74.34615384615384,0.5769230769230769,0.19230769230769232,92.86153846153846,1.9815910585141354,17,R
110,Title 110,Romance,2011,CA,Italian,50,R,6.0,CinemaNow,0,2021-10-08,29,29,93.86206896551724,0.3793103448275862,0.2413793103448276,78.43448275862069,2.8772413793103446,14,R
111,Title 111,Sci-Fi,1981,UK,German,45,PG-13,5.7,Netflux,1,2023-07-23,23,23,83.3913043478261,0.5217391304347826,0.21739130434782608,79.25652173913045,3.114009661835749,44,PG-13
112,Title 112,Action,2010,AU,Korean,111,PG,7.6,Streamio,1,2022-02-13,25,25,102.96,0.72,0.28,103.0,2.6475675675675676,15,PG
113,Title 113,Horror,1985,CA,Dutch,144,PG-13,6.7,CinemaNow,0,2022-07-07,36,36,101.5,0.3888888888888889,0.08333333333333333,78.71111111111112,1.565972222222222,40,PG-13
114,Title 114,Comedy,1990,ES,Japanese,166,PG-13,7.9,Streamio,1,2024-02-15,29,29,82.6896551724138,0.6206896551724138,0.13793103448275862,94.83103448275862,1.8774407976734524,35,PG-13
115,Title 115,Romance,1982,CA,Italian,120,PG-13,7.6,CinemaNow,1,2016-04-19,29,29,80.79310344827586,0.41379310344827586,0.13793103448275862,82.98620689655174,1.638793103448276,43,PG-13
116,Title 116,Animation,2012,US,Korean,145,G,6.9,ViewPrime,1,2020-10-24,27,27,103.74074074074075,0.48148148148148145,0.18518518518518517,84.03333333333333,1.8636015325670496,13,G
117,Title 117,Documentary,2019,CA,Korean,53,PG,6.0,CinemaNow,1,2021-02-27,30,29,91.03333333333333,0.4,0.06666666666666667,71.13333333333333,2.5842767295597486,6,PG
118,Title 118,Action,1998,CA,Korean,71,G,5.2,ViewPrime,0,2022-12-17,20,20,90.9,0.6,0.15,75.5,2.630281690140845,27,G
119,Title 119,Action,1999,AU,English,144,G,7.3,ViewPrime,1,2024-06-08,15,15,83.66666666666667,0.6,0.13333333333333333,82.16666666666667,1.9143518518518519,26,G
120,Title 120,Comedy,2009,UK,French,167,PG-13,5.5,CinemaNow,0,2019-08-29,25,25,66.36,0.4,0.2,72.5,1.3973652694610779,16,PG-13
121,Title 121,Horror,2010,FR,Korean,77,R,5.9,ViewPrime,0,2021-09-21,29,29,106.24137931034483,0.4482758620689655,0.13793103448275862,76.21034482758621,2.414240931482311,15,R
122,Title 122,Romance,1988,UK,Spanish,146,PG-13,7.2,CinemaNow,1,2024-03-14,32,32,111.5625,0.5,0.0625,83.325,1.8266267123287672,37,PG-13
123,Title 123,Drama,1998,DE,Korean,78,R,7.1,Streamio,1,2018-11-14,22,22,84.04545454545455,0.5,0.3181818181818182,89.60909090909091,2.395687645687646,27,R
124,Title 124,Documentary,2015,AU,Japanese,156,PG-13,5.6,ViewPrime,1,2022-10-27,35,35,91.34285714285714,0.4857142857142857,0.2571428571428571,86.14285714285714,1.814102564102564,10,PG-13
125,Title 125,Thriller,2016,NL,German,145,G,8.3,CinemaNow,0,2023-05-09,18,18,98.61111111111111,0.5555555555555556,0.2222222222222222,91.1888888888889,2.013409961685824,9,G
126,Title 126,Horror,2025,NL,Japanese,78,R,8.3,Netflux,0,2016-06-01,27,27,90.70370370370371,0.5555555555555556,0.3333333333333333,102.14444444444445,2.607312440645774,0,R
127,Title 127,Romance,2017,ES,Italian,152,G,7.6,Streamio,1,2015-03-04,25,25,95.96,0.4,0.2,83.0,1.6313157894736843,8,G
128,Title 128,Action,2006,KR,French,59,R,7.6,CinemaNow,1,2018-10-18,20,20,119.7,0.55,0.25,90.0,3.378813559322034,19,R
129,Title 129,Animation,2021,UK,Dutch,176,R,7.6,CinemaNow,1,2022-01-11,27,27,96.25925925925925,0.5185185185185185,0.25925925925925924,93.08888888888889,1.8432239057239057,4,R
130,Title 130,Horror,2014,US,Italian,100,PG-13,9.9,ViewPrime,0,2023-05-17,29,29,92.62068965517241,0.5517241379310345,0.27586206896551724,108.27931034482758,2.3055172413793104,11,PG-13
131,Title 131,Comedy,2007,UK,Italian,153,PG,8.1,CinemaNow,1,2015-04-29,21,21,96.76190476190476,0.6666666666666666,0.047619047619047616,88.81428571428572,2.0133831310301895,18,PG
132,Title 132,Drama,2000,US,Spanish,131,PG-13,7.8,Streamio,0,2016-08-19,23,23,102.0,0.30434782608695654,0.21739130434782608,78.88695652173914,1.6047129107202125,25,PG-13
133,Title 133,Thriller,2013,NL,French,83,PG,6.1,Netflux,0,2021-11-01,18,18,75.55555555555556,0.4444444444444444,0.2777777777777778,77.41111111111111,2.0769745649263722,12,PG
134,Title 134,Animation,2019,KR,German,167,NC-17,6.7,ViewPrime,0,2017-08-09,21,21,87.57142857142857,0.6190476190476191,0.14285714285714285,84.1952380952381,1.9053321927573426,6,NC-17
135,Title 135,Horror,2020,DE,Korean,105,G,9.8,Streamio,0,2018-03-24,22,22,92.27272727272727,0.6818181818181818,0.09090909090909091,100.83636363636363,2.333333333333333,5,G
136,Title 136,Romance,1990,UK,Korean,128,NC-17,4.8,CinemaNow,0,2022-03-02,31,31,96.96774193548387,0.5161290322580645,0.16129032258064516,76.47096774193548,1.951108870967742,35,NC-17
137,Title 137,Animation,2024,DE,Korean,117,PG,6.4,Streamio,0,2024-07-27,21,21,80.14285714285714,0.5238095238095238,0.19047619047619047,80.31428571428572,1.9230769230769231,1,PG
138,Title 138,Horror,1986,FR,Japanese,131,NC-17,8.3,CinemaNow,0,2022-11-04,38,38,95.8157894736842,0.5526315789473685,0.10526315789473684,97.19473684210526,1.941944556046605,39,NC-17
139,Title 139,Sci-Fi,1981,KR,Japanese,110,G,6.1,Netflux,0,2021-10-19,27,27,86.5925925925926,0.3333333333333333,0.14814814814814814,70.77407407407408,1.6020202020202021,44,G
140,Title 140,Horror,1998,FR,Dutch,96,PG,7.8,CinemaNow,0,2022-08-08,29,29,84.20689655172414,0.7241379310344828,0.2413793103448276,104.67586206896551,2.5668103448275863,27,PG
141,Title 141,Action,2020,UK,English,119,R,7.1,Netflux,0,2021-07-01,21,21,87.38095238095238,0.3333333333333333,0.19047619047619047,74.29047619047618,1.5914365746298518,5,R
142,Title 142,Documentary,1988,UK,Spanish,123,R,6.2,ViewPrime,0,2017-04-02,30,30,93.53333333333333,0.6333333333333333,0.26666666666666666,93.99999999999999,2.2937669376693766,37,R
143,Title 143,Action,2014,ES,Spanish,82,PG-13,4.6,Streamio,1,2024-01-17,29,29,85.93103448275862,0.6896551724137931,0.13793103448275862,81.77931034482759,2.5651808242220353,11,PG-13
144,Title 144,Sci-Fi,2001,UK,Korean,59,PG,7.2,ViewPrime,0,2024-08-24,27,26,87.03703703703704,0.6296296296296297,0.1111111111111111,89.03703703703704,2.8455743879472695,24,PG
145,Title 145,Animation,2015,ES,Italian,141,G,6.0,CinemaNow,0,2021-01-06,29,29,91.44827586206897,0.4482758620689655,0.27586206896551724,83.60689655172413,1.8209831254585476,10,G
146,Title 146,Comedy,2009,ES,Spanish,137,PG-13,6.9,Netflux,1,2022-07-27,26,26,79.26923076923077,0.46153846153846156,0.2692307692307692,86.63846153846154,1.7709152161706907,16,PG-13
147,Title 147,Thriller,2010,US,Dutch,96,G,7.6,Streamio,0,2022-11-11,35,35,93.65714285714286,0.5142857142857142,0.3142857142857143,100.42857142857142,2.3184523809523805,15,G
